X,Y,FID,OBJECTID,TFM_ID,TFM_DESC,TFM_TYP_DE,MOVEMENT_T,SITE_DESC,ROAD_NBR,DECLARED_R,LOCAL_ROAD,DATA_SRC_C,DATA_SOURC,TIME_CATEG,YEAR_SINCE,LAST_YEAR,AADT_ALLVE,AADT_TRUCK,PER_TRUCKS
144.250613557206833,-36.77931337,7001,7301,7656,CALDER HWY NE OF OAK ST,INTERSECTION,All Moves,CALDER HWY & OAK ST,2530,CALDER HIGHWAY,HIGH STREET,TMVMT,Manual,Greater than 10 Years,19,1997,7700,330,0.04
145.356779391056335,-37.8353088,7002,7302,29406,MT DANDENONG RD S BD SE OF UPALONG RD,INTERSECTION,All Moves,MT DANDENONG RD SE OF UPALONG RD,4991,MOUNT DANDENONG ROAD,MOUNT DANDENONG TOURIST ROAD,APARX,Classification,Greater than 10 Years,16,2000,1900,0,0
144.988843533294272,-37.82462879,7003,7303,22676,SWAN ST W BD E OF PUNT RD,INTERSECTION,All Moves,PUNT RD LEFT TURN TO SWAN ST OD:12,2080,HODDLE HIGHWAY,PUNT ROAD,MOTSV,Manual,Greater than 10 Years,23,1993,15000,630,0.04
144.932442383513632,-37.80378332,7004,7304,27902,DYNON RD W BD E OF RADCLIFFE ST,INTERSECTION,All Moves,DYNON RD & RADCLIFFE ST,5035,DYNON ROAD,DYNON ROAD,TMVMT,Manual,Greater than 10 Years,19,1997,12000,1300,0.1
145.030600501489857,-37.6605024,7005,7305,10935,DALTON RD N of CHILDS RD,INTERSECTION,All Moves,CHILDS RD & DALTON RD,5605,DALTON ROAD,DALTON ROAD,TMVMT,Manual,Greater than 10 Years,19,1997,12000,600,0.05
145.090471609897435,-37.70324146,7006,7306,27853,GRIMSHAW ST E of GREENSBOROUGH HWY,INTERSECTION,All Moves,GREENSBOROUGH HWY & GRIMSHAW ST,5811,HEIDELBERG-KINGLAKE ROAD,GRIMSHAW STREET,TMVMT,Manual,Greater than 10 Years,23,1993,21000,840,0.04
145.083434122261139,-37.7619006,7007,7307,10936,BULLEEN RD N BD N of MANNINGHAM RD,INTERSECTION,All Moves,BULLEEN RD N OF MANNINGHAM RD,5363,BULLEEN ROAD,BULLEEN ROAD,TMVMT,Manual,Greater than 10 Years,18,1998,5000,130,0.03
145.133635102531031,-38.1299825,7008,7308,26639,FRANKSTON DANDENON NE of SKYE RD,INTERSECTION,All Moves,FRANKSTON DANDENON & SKYE RD,7543,2840R 2090B,FRANKSTON IN-FRANKSTON-DANDENONG RAMP OF,TMVMT,Manual,Greater than 10 Years,22,1994,8400,0,0
145.031281021375236,-37.7941044,7009,7309,11632,PRINCESS ST N OF HUTCHINSON DR,INTERSECTION,All Moves,PRINCESS ST/DUKE ST/HUTCHINSON DR,5856,BURNLEY-KEW ROAD,PRINCESS STREET,SCATS,Scats,Between 2 and 5 Years,5,2011,17000,0,0
144.918481151872953,-37.68346698,7010,7310,22114,PASCOE VALE RD N BD NE OF DIMBOOLA RD,INTERSECTION,All Moves,PASCOE VALE RD NE OF DIMBOOLA RD,5819,PASCOE VALE ROAD,PASCOE VALE ROAD,APARX,Classification,Greater than 10 Years,22,1994,15000,0,0
145.133642136850881,-38.15314119,7011,7311,13918,MOOROODUC HWY N OF HASTINGS RD,INTERSECTION,Left Missing,MOOROODUC HWY/HASTINGS RD/MONASH UNI ENT,2860,MOOROODUC HIGHWAY,MOOROODUC HIGHWAY,SCATS,Scats,Less than 2 Years,0,2016,0,0,0
145.721965703030662,-37.7230709,7012,7312,21470,ACHERON WAY N BD S OF DONNA BUANG RD,INTERSECTION,All Moves,ACHERON WAY S OF DONNA BUANG RD,4811,ACHERON WAY,DONNA BUANG ROAD,APARX,Classification,Greater than 10 Years,16,2000,50,0,0
144.913385481965378,-37.83393391,7013,7313,28351,TODD RD SEBD SE OF WEST GATE FWY CONN,INTERSECTION,All Moves,WEST GATE FWY CONN NNE OF TODD RD,5609,TODD ROAD,TODD ROAD,TMVMT,Manual,Greater than 10 Years,19,1997,11000,2200,0.2
145.124289907715507,-37.81835521,7014,7314,28732,MAROONDAH HWY E BD E of STATION ST,INTERSECTION,All Moves,STATION ST N OF MAROONDAH HWY,2720,MAROONDAH HIGHWAY,WHITEHORSE ROAD,TMVMT,Manual,Greater than 10 Years,18,1998,19000,590,0.03
145.05552050592388,-37.77236692,7015,7315,11438,LOWER HEIDELBERG RD 10M AFTER RAVENSWOOD AVE,INTERSECTION,Scheduled PubTpt Bus flow,LOWER HEIDELBERG RD 10M AFTER RAVENSWOOD AVE,5762,MAIN HEIDELBERG-ELTHAM ROAD,LOWER HEIDELBERG ROAD,PUBTT,Other,Greater than 10 Years,0,0,0,0,0
145.016065810826092,-37.80565108,7016,7316,9899,STUDLEY PARK RD 50M AFTER HODGSON ST,INTERSECTION,Scheduled PubTpt Bus flow,STUDLEY PARK RD 50M AFTER HODGSON ST,5855,STUDLEY PARK ROAD,STUDLEY PARK ROAD,PUBTT,Other,Greater than 10 Years,0,0,0,0,0
145.288159409813716,-37.78098181,7017,7317,27958,MAROONDAH HWY SWBD SW OF BONNIE VIEW RD,INTERSECTION,All Moves,MAROONDAH HWY NSW OF BONNIE VIEW RD,2720,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,MOTSV,Manual,Between 5 and 10 Years,10,2006,17000,800,0.05
144.976943926908234,-37.85958868,7018,7318,27883,CANTERBURY RD SEBD NW OF FITZROY ST,INTERSECTION,All Moves,CANTERBURY RD NW OF FITZROY ST,5131,CANTERBURY ROAD,CANTERBURY ROAD,APARX,Classification,Greater than 10 Years,15,2001,10000,0,0
145.054116478165213,-37.96049161,7019,7319,28274,NEPEAN HWY NWBD SE OF MAY ST,INTERSECTION,All Moves,NEPEAN HWY SE OF MAY ST,2660,NEPEAN HIGHWAY,NEPEAN HIGHWAY,MOTSV,Manual,Between 2 and 5 Years,5,2011,36000,1400,0.04
144.977483171705586,-37.7457833,7020,7320,9684,NICHOLSON ST N OF HARDING ST,INTERSECTION,All Moves,NICHOLSON ST/HARDING ST,5736,NICHOLSON STREET,NICHOLSON STREET,SCATS,Scats,Less than 2 Years,1,2015,0,0,0
144.358434485337256,-38.0735368,7021,7321,10724,BACCHUS MARSH ROAD NO of PURNELL ROAD,INTERSECTION,Exitfrom Carpark Busin Area,BACCHUS MARSH ROAD & PURNELL ROAD,9999,Missing Data,BACCHUS MARSH ROAD,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.236406971258674,-37.86671289,7022,7322,28627,STUD_RD NE of KNOX CITY_ENT,INTERSECTION,Left Missing,STUD RD/SHOPPING CENTRE ACCESS,5796,STUD ROAD,STUD ROAD,SCATS,Scats,Greater than 10 Years,17,1999,21000,0,0
145.114929234205164,-37.77429347,7023,7323,24388,MANNINGHAM RD SE OF HIGH ST,INTERSECTION,Left Missing,HIGH ST/MANNINGHAM RD,5221,MANNINGHAM ROAD,MANNINGHAM ROAD,SCATS,Scats,Between 5 and 10 Years,10,2006,14000,0,0
144.98511433928681,-37.84524401,7024,7324,13034,PUNT RD N OF COMMERCIAL RD,INTERSECTION,All Moves,PUNT RD/COMMERCIAL RD,2080,HODDLE HIGHWAY,PUNT ROAD,SCATS,Scats,Less than 2 Years,0,2016,18000,0,0
145.045718695363405,-37.84885199,7025,7325,21868,S.E.ARTERIAL E BD W OF TOORONGA RD,INTERSECTION,All Moves,TOORONGA RD LEFT TURN TO S.E.ARTERIAL OD:12,2000,MONASH FREEWAY,MONASH FREEWAY,MOTSV,Manual,Greater than 10 Years,23,1993,38000,3600,0.1
145.306860089203468,-38.0258069,7026,7326,7619,NARRE WARREN-CRANB N of PRINCES HWY,INTERSECTION,All Moves,NARRE WARREN-CRANB & PRINCES HWY,5940,NARRE WARREN NORTH ROAD,NARRE WARREN NORTH ROAD,TMVMT,Manual,Greater than 10 Years,23,1993,8100,0,0
145.177897218254714,-37.96556831,7027,7327,7690,HEATHERTON RD 50M OPP IAN ST,INTERSECTION,Scheduled PubTpt Bus flow,HEATHERTON RD 50M OPP IAN ST,5970,HEATHERTON ROAD,HEATHERTON ROAD,PUBTT,Other,Greater than 10 Years,0,0,0,0,0
144.849577094665477,-37.7261613,7028,7328,7624,KEILOR PARK DR N of CALDER FWY WB OFF RAMP,INTERSECTION,All Moves,CALDER FWY WB OFF RAMP & KEILOR PARK DR,5054,KEILOR PARK DRIVE,KEILOR PARK DRIVE,TMVMT,Manual,Greater than 10 Years,19,1997,20000,1600,0.08
145.039638002403393,-37.84474648,7029,7329,22177,TOORAK RD THRU MVMNT TO TOORAK RD OD:31,INTERSECTION,Incomplete Through,S.E.ARTERIAL LEFT TURN TO TOORAK RD OD:41,5898,TOORAK ROAD,TOORAK ROAD,MOTSV,Manual,Greater than 10 Years,20,1996,6500,150,0.02
144.964058813034853,-37.7999623,7030,7330,9897,SWANSTON ST N BD BTWN GRATTAN ST & ELGIN ST,INTERSECTION,Scheduled PubTpt Bus flow,SWANSTON ST BTWN GRATTAN ST & ELGIN ST,9999,Missing Data,SWANSTON STREET,PUBTT,Other,Greater than 10 Years,0,0,0,0,0
145.011157902747158,-37.80352099,7031,7331,11715,STUDLEY PARK RD AT WALMER ST,INTERSECTION,Scheduled PubTpt Bus flow,STUDLEY PARK RD AT WALMER ST,5855,STUDLEY PARK ROAD,STUDLEY PARK ROAD,PUBTT,Other,Greater than 10 Years,0,0,0,0,0
145.045774047424743,-37.84869199,7032,7332,27864,S.E.ARTERIAL E OF TOORONGA_RD,UNDEFINED,All Moves,TOORONGA_RD N OF S.E.ARTERIAL,2000,MONASH FREEWAY,MONASH FREEWAY,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.14010659707111,-37.99036929,7033,7333,26777,LOWER DANDENONG RD E OF CENTRE DANDENONG RD DEPARTURE,INTERSECTION,All Moves,CENTRE DANDENONG RD & LOWER DANDENONG RD DEP,2050,STATE (LOWER DANDENONG/CHELTENHAM) HIGHWAY,LOWER DANDENONG ROAD,TMVMT,Manual,Between 2 and 5 Years,3,2013,24000,1200,0.05
143.930278713858144,-37.5589309,7034,7334,28721,BREWERY TAP RD S BD 500M N OF WESTERN HWY,MIDBLOCK,All Moves,BREWERY TAP RD 500M N OF WESTERN HWY,9999,Missing Data,BREWERY TAP ROAD,APARX,Classification,Greater than 10 Years,20,1996,180,20,0.11
145.30565845373647,-37.76481724,7035,7335,26536,MAROONDAH HWY SWBD SW OF OLD MELBOURNE RD,INTERSECTION,All Moves,MAROONDAH HWY NNE OF OLD MELBOURNE RD,2720,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.025788633229865,-37.9315233,7036,7336,11400,CUMMINS RD N of SOUTH RD,INTERSECTION,All Moves,CUMMINS RD & SOUTH RD,5846,CUMMINS ROAD,CUMMINS ROAD,TMVMT,Manual,Greater than 10 Years,21,1995,0,0,0
144.828799546440052,-37.77662559,7037,7337,10926,MCINTYRE RD N OF BALLARAT RD,INTERSECTION,All Moves,BALLARAT RD/MCINTYRE RD/ANDERSON RD,5517,MCINTYRE ROAD,MCINTYRE ROAD,SCATS,Scats,Less than 2 Years,0,2016,14000,0,0
144.961137113937866,-37.76692985,7038,7338,29389,VICTORIA ST W BD W OF SYDNEY RD,INTERSECTION,All Moves,VICTORIA ST W OF SYDNEY RD,9999,Missing Data,VICTORIA STREET,APARX,Classification,Greater than 10 Years,15,2001,3700,0,0
144.358434485337256,-38.0735368,7039,7339,25201,BACCHUS MARSH RD SO of CORIO VILLAGE ENT.,INTERSECTION,All Moves,BACCHUS MARSH RD & CORIO VILLAGE ENT.,9999,Missing Data,BACCHUS MARSH ROAD,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.003788675330014,-37.819041,7040,7340,25541,BRIDGE RD E of COPPIN ST,INTERSECTION,All Moves,BRIDGE RD & COPPIN ST,9999,Missing Data,COPPIN STREET,TMVMT,Manual,Greater than 10 Years,27,1989,16000,0,0
145.269155019307675,-37.99632985,7041,7341,22670,MONASH W OF BELGRAVE-HALLAM OUTBOUND,INTERSECTION,All Moves,SVO_Map_LTD:126||SITE DESC: MONASH FWY N EAST OF MALVERN STN,2000,MONASH FREEWAY,MONASH FREEWAY,INDET,Freeway Data Station,Greater than 10 Years,13,2003,0,0,0
144.883551600115624,-37.8124107,7042,7342,8579,WILLIAMSTOWN RD N OF SOMERVILLE RD,INTERSECTION,All Moves,WILLIAMSTOWN RD & SOMERVILLE RD,5822,WILLIAMSTOWN ROAD,WILLIAMSTOWN ROAD,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
144.782015607657996,-37.8438132,7043,7343,8502,FITZGERALD RD N OF KOROROIT CREEK RD,INTERSECTION,All Moves,FITZGERALD RD/LEAKES RD/KOROROIT CREEK RD,5875,KEILOR-LAVERTON ROAD,FITZGERALD ROAD,SCATS,Scats,Between 5 and 10 Years,8,2008,13000,0,0
145.001336186928853,-37.9438893,7044,7344,8834,HAMPTON ST N OF BEACH RD,INTERSECTION,All Moves,BEACH RD/HAMPTON ST/BRIDGE ST,5314,HAMPTON STREET,HAMPTON STREET,SCATS,Scats,Greater than 10 Years,13,2003,4400,0,0
144.754657933890087,-37.76229756,7045,7345,21826,BALLARAT RD SE OF WESTWOOD DR,INTERSECTION,Left Missing,BALLARAT RD/WESTWOOD DR,2520,WESTERN HIGHWAY,WESTERN HIGHWAY,SCATS,Scats,Greater than 10 Years,11,2005,26000,0,0
146.561672906459847,-38.19076578,7046,7346,25019,PRINCES HWY EAST E OF TRARALGON-MAFFRA RD,INTERSECTION,All Moves,PHE SERVICE LANE & PRINCES HWY EAST & TRARALGON-MAFFRA RD,2510,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
144.783366906633148,-37.84179123,7047,7347,27207,CHERRY LANE E OF FITZGERALD RD DEPARTURE,INTERSECTION,All Moves,FITZGERALD RD N OF CHERRY LANE DEPARTURE,9999,Missing Data,CHERRY LANE,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.243566899775288,-38.10821868,7048,7348,29456,HALL RD E OF WESTERNPORT HWY DEPARTURE,INTERSECTION,All Moves,WESTERNPORT HWY N OF HALL RD DEPARTURE,9999,Missing Data,HALL ROAD,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.068928905726494,-37.6815339,7049,7349,14015,PLENTY RD N OF CLEMENTS DR,INTERSECTION,All Moves,PLENTY RD/CLEMENTS DR/JANEFIELD DR,5814,MAIN WHITTLESEA ROAD,PLENTY ROAD,SCATS,Scats,Between 2 and 5 Years,4,2012,33000,0,0
145.176414639266483,-37.8158485,7050,7350,8270,SPRINGVALE RD N OF MAROONDAH HWY DEPARTURE,INTERSECTION,All Moves,SPRINGVALE RD N OF MAROONDAH HWY DEPARTURE,2400,STATE (BELL/SPRINGVALE) HIGHWAY,SPRINGVALE ROAD,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
144.286674086947642,-36.7604537,7051,7351,27567,BRAMBLE ST SE OF MCIVOR HWY,INTERSECTION,All Moves,BRAMBLE ST & CHAPEL ST & LYTTLETON TCE & MCIVOR HWY & MYERS ST,9999,Missing Data,BRAMBLE STREET,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.121064617481551,-37.8442229,7052,7352,8565,STATION ST N OF ELEY RD,INTERSECTION,All Moves,STATION ST/ELEY RD,5320,STATION STREET,STATION STREET,SCATS,Scats,Greater than 10 Years,13,2003,15000,0,0
142.239013705575303,-38.38363861,7053,7353,28701,BANK ST (PORT FAIRY) E BD 70M E OF PRINCES HWY WEST,MIDBLOCK,All Moves,BANK ST (PORT FAIRY) 70M E OF PRINCES HWY WEST,9999,Missing Data,BANK STREET,APARX,Classification,Greater than 10 Years,0,0,0,0,0
145.342991642205959,-37.81021794,7054,7354,28408,MT DANDENONG TOURIST SE OF LEITH RD,INTERSECTION,All Moves,LEITH RD & MT DANDENONG TOURIST RD,4991,MOUNT DANDENONG ROAD,MOUNT DANDENONG TOURIST ROAD,TMVMT,Manual,Greater than 10 Years,18,1998,7300,0,0
144.788170210441962,-37.82097847,7055,7355,25400,GILBERTSON RD E OF FITZGERALD RD,INTERSECTION,All Moves,FITZGERALD RD N OF GILBERTSON RD,9999,Missing Data,GILBERTSON ROAD,TMVMT,Manual,Greater than 10 Years,16,2000,2100,530,0.25
142.402018579278121,-36.2491967,7056,7356,23237,HENTY HWY S BD BTW BORUNG HWY (SEC 2) & BORUNG HWY (SEC 3),MIDBLOCK,All Moves,HENTY HWY BTW BORUNG HWY (SEC 2) & BORUNG HWY (SEC 3),2620,HENTY HIGHWAY,HENTY HIGHWAY,APARX,Classification,Between 5 and 10 Years,6,2010,690,210,0.31
144.298821989890058,-36.739686,7057,7357,23287,POWELL ST SE OF MIDLAND HWY DEPARTURE,INTERSECTION,All Moves,MIDLAND HWY NE OF POWELL ST DEPARTURE,9999,Missing Data,POWELL STREET,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
144.884916462837964,-37.67771266,7058,7358,28757,FAWKNER ST NEBD NE OF MICKLEHAM RD,INTERSECTION,All Moves,MICKLEHAM RD N OF FAWKNER ST,9999,Missing Data,FAWKNER STREET,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
144.949317166143828,-37.81038793,7059,7359,27645,DUDLEY ST SWBD SW OF SPENCER ST,INTERSECTION,All Moves,DUDLEY ST NSW OF SPENCER ST,5040,DUDLEY STREET,DUDLEY STREET,MOTSV,Manual,Greater than 10 Years,0,0,0,0,0
145.007209560148311,-37.87786829,7060,7360,8576,ORRONG RD N OF GLEN EIRA RD,INTERSECTION,All Moves,ORRONG RD/GLEN EIRA RD,9999,Missing Data,ORRONG ROAD,SCATS,Scats,Greater than 10 Years,13,2003,8100,0,0
145.316967109660879,-38.02437442,7061,7361,21837,MONASH SE OF NARRE WARREN NTH INBOUND,INTERSECTION,All Moves,SVO_Map_LTD:121||SITE DESC: MONASH NW OF STHGIPP/HALLAM,2000,MONASH FREEWAY,MONASH FREEWAY,INDET,Freeway Data Station,Greater than 10 Years,13,2003,0,0,0
144.748114815307702,-36.1284177,7062,7362,8597,NORTHERN HWY N of PAKENHAM ST DEPARTURE,INTERSECTION,All Moves,NORTHERN HWY N OF PAKENHAM ST DEPARTURE,2540,NORTHERN HIGHWAY,HIGH STREET,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.130662397272687,-37.89354885,7063,7363,27545,MONASH FWY WB OFF RAMP E OF FORSTER RD,INTERSECTION,Off Ramp,FORSTER RD & MONASH FWY WB OFF RAMP & MONASH FWY WB ON RAMP,7448,2000R 5460B,MONASH IN-FORSTER RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
146.532816873515657,-38.19942148,7064,7364,24489,BREED ST S OF BRIDGES AV DEPARTURE,INTERSECTION,Incomplete Through,BREED ST N OF BRIDGES AV DEPARTURE,9999,Missing Data,BREED STREET,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.241789200044309,-38.07795519,7065,7365,24832,THOMPSONS RD E OF WESTERN PORT HWY DEPARTURE,INTERSECTION,All Moves,WESTERN PORT HWY N OF THOMPSONS RD DEPARTURE,5164,THOMPSON ROAD,THOMPSONS ROAD,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.122348097676195,-38.07471039,7066,7366,23291,MCLEOD RD E OF NEPEAN HWY DEPARTURE,INTERSECTION,All Moves,NEPEAN HWY N OF MCLEOD RD DEPARTURE,5164,THOMPSON ROAD,STATION STREET,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.011597633860021,-37.8540643,7067,7367,8753,ORRONG RD N OF HIGH ST,INTERSECTION,All Moves,HIGH ST/ORRONG RD,5002,ORRONG ROAD,ORRONG ROAD,SCATS,Scats,Less than 2 Years,1,2015,0,0,0
145.630669803503139,-38.5532775,7068,7368,28704,DALYSTON-KORUMBURRA RD W BD 400M W OF KORUMBURRA-WONTHAGGI RD,MIDBLOCK,All Moves,DALYSTON-KORUMBURRA RD 400M W OF KORUMBURRA-WONTHAGGI RD,9999,Missing Data,WEST CREEK ROAD,APARX,Classification,Greater than 10 Years,17,1999,120,10,0.14
144.927466645846977,-37.65680211,7069,7369,25328,PASCOE VALE RD SWBD SW OF TAGGERTY CR (NTH A,INTERSECTION,All Moves,PASCOE VALE RD NNE OF TAGGERTY CR (NTH A,5819,PASCOE VALE ROAD,PASCOE VALE ROAD,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0
145.839242974577928,-37.53053139,7070,7370,24034,LAKE MOUNTAIN RD S BD 500M N OF MARYSVILLE-WOODS POINT RD @ 0.5KM FROM NORTH OF,MIDBLOCK,All Moves,LAKE MOUNTAIN RD 500M N OF MARYSVILLE-WOODS POINT RD @ 0.5KM FROM NORTH OF,4083,LAKE MOUNTAIN ROAD,LAKE MOUNTAIN ROAD,APARX,Classification,Between 2 and 5 Years,2,2014,20,0,0.1
142.164726413631229,-34.23044366,7071,7371,21884,CALDER HWY S BD 150M N OF KARADOC AV @546.2KM POST,MIDBLOCK,All Moves,CALDER HWY 150M N OF KARADOC AV @546.2KM FROM MELBOURNE,2530,CALDER HIGHWAY,FIFTEENTH STREET,APARX,Classification,Greater than 10 Years,18,1998,3800,390,0.1
143.397480289213462,-36.2780954,7072,7372,22856,CALDER HWY N BD 100M S OF FITZPATRICKS RD @250.9KM FROM MELBOURNE,MIDBLOCK,All Moves,CALDER HWY 100M S OF FITZPATRICKS RD @250.9KM FROM MELBOURNE,2530,CALDER HIGHWAY,CALDER HIGHWAY,APARX,Classification,Between 2 and 5 Years,3,2013,650,180,0.28
143.313504938547879,-37.40873484,7073,7373,24057,WESTERN HWY E BD 300M E OF EURAMBEEN-STREATHAM RD @163.4KM FROM MELBOURNE,MIDBLOCK,All Moves,WESTERN HWY 300M E OF EURAMBEEN-STREATHAM RD @163.4KM FROM MELBOURNE,2520,WESTERN HIGHWAY,WESTERN HIGHWAY,APARX,Classification,Greater than 10 Years,19,1997,1800,580,0.32
142.861578197444885,-35.97807535,7074,7374,21721,SUNRAYSIA HWY E BD 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,MIDBLOCK,All Moves,SUNRAYSIA HWY 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,2700,SUNRAYSIA HIGHWAY,SUNRAYSIA HIGHWAY,APARX,Classification,Between 2 and 5 Years,2,2014,180,20,0.13
143.559423424154176,-38.63248872,7075,7375,24235,BEECH FOREST RD E BD 1.4KM E OF PHILLIPS TRACK @ 3.1KM FROM BEECH FOREST,MIDBLOCK,All Moves,BEECH FOREST RD 1.4KM E OF PHILLIPS TRACK @ 3.1KM FROM BEECH FOREST,4028,BEECH FOREST ROAD,BEECH FOREST-LAVERS HILL ROAD,APARX,Classification,Between 2 and 5 Years,2,2014,190,30,0.19
145.214717552514401,-37.98806474,7076,7376,26874,WALKER ST NE OF LONSDALE ST,INTERSECTION,All Moves,LONSDALE ST & WALKER ST,9999,Missing Data,WALKER STREET,TMVMT,Manual,Greater than 10 Years,17,1999,2800,0,0
144.863859540398408,-37.73980429,7077,7377,10164,MILLEARA RD N OF KEILOR PARK DR,INTERSECTION,All Moves,MILLEARA RD/KEILOR PARK DR,5864,ASCOT VALE-KEILOR ROAD,MILLEARA ROAD,SCATS,Scats,Greater than 10 Years,15,2001,8200,0,0
143.64310889523739,-37.580193,7078,7378,21557,BALLARAT-CARNGHAM RD E BD 200M E OF BURRUMBEET-HILLCREST RD @ 18.8KM FROM BALLAR,MIDBLOCK,All Moves,BALLARAT-CARNGHAM RD 200M E OF BURRUMBEET-HILLCREST RD @ 18.8KM FROM BALLAR,5078,BALLARAT-CARNGHAM ROAD,BALLARAT-CARNGHAM ROAD,APARX,Classification,Greater than 10 Years,18,1998,460,40,0.1
145.334260611079458,-38.08943274,7079,7379,25049,THOMPSONS RD E BD E OF BERWICK-CRANBOURNE,INTERSECTION,All Moves,BERWICK-CRANBOURNE N OF THOMPSONS RD,9999,Missing Data,THOMPSONS ROAD,TMVMT,Manual,Greater than 10 Years,16,2000,190,20,0.15
145.274089246221564,-37.78302081,7080,7380,13148,YARRA_RD N OF PLYMOUNTH_RD,INTERSECTION,All Moves,PLYMOUTH RD/YARRA RD,9999,Missing Data,YARRA ROAD,SCATS,Scats,Greater than 10 Years,17,1999,5500,0,0
145.055923565664358,-37.85601571,7081,7381,22658,SEF/GIBDON ST OUTBOUND,INTERSECTION,All Moves,SVO_Map_LTD:415||SITE DESC: PRINCES FWY WEST WEST OF POINT COOK RD,9999,Missing Data,WILLS STREET,INDET,Freeway Data Station,Greater than 10 Years,18,1998,46000,0,0
144.336386423323319,-37.11477149,7082,7382,24226,OLD CALDER HWY N BD 500M N OF CALDER HWY @ 1.7KM FROM ELPHINSTONE,MIDBLOCK,All Moves,OLD CALDER HWY 500M N OF CALDER HWY @ 1.7KM FROM ELPHINSTONE,9999,Missing Data,WRIGHT STREET,APARX,Classification,Greater than 10 Years,18,1998,50,0,0.04
143.222233071312758,-35.94194928,7083,7383,23641,DONALD-SWAN HILL RD N BD 800M S OF CALDER HWY @ 1.1KM FROM DUMOSA,MIDBLOCK,All Moves,DONALD-SWAN HILL RD 800M S OF CALDER HWY @ 1.1KM FROM DUMOSA,5250,DONALD-SWAN HILL ROAD,DONALD-SWAN HILL ROAD,APARX,Classification,Between 2 and 5 Years,2,2014,80,20,0.36
145.069913659746504,-37.7846316,7084,7384,21184,EFWY/BETWEEN BURKE RD & BULLEEN RD OUTBOUND,INTERSECTION,All Moves,SVO_Map_LTD:38||SITE DESC: EFWY/NEAR PHONE 310,9999,Missing Data,LIBRA STREET,INDET,Freeway Data Station,Less than 2 Years,1,2015,68000,0,0
142.861578197444885,-35.97807535,7085,7385,23640,SUNRAYSIA HWY W BD 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,MIDBLOCK,All Moves,SUNRAYSIA HWY 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,2700,SUNRAYSIA HIGHWAY,SUNRAYSIA HIGHWAY,APARX,Classification,Between 2 and 5 Years,2,2014,210,0,0
142.928674099177499,-36.66868529,7086,7386,21725,WIMMERA HWY E BD BTW DONALD STAWELL RD AND DAWS BRIDGE RD,MIDBLOCK,All Moves,WIMMERA HWY WIMMERA HWY BTW DONALD STAWELL RD AND DAWS BRIDGE RD,2110,WIMMERA HIGHWAY,WIMMERA HIGHWAY,APARX,Classification,Greater than 10 Years,18,1998,230,40,0.19
145.007883815282526,-37.71624493,7087,7387,11709,HIGH ST N OF BROADWAY,INTERSECTION,All Moves,BROADWAY & HIGH ST,5737,BROADWAY,HIGH STREET,TMVMT,Manual,Greater than 10 Years,17,1999,20000,0,0
144.419332338521201,-37.22268348,7088,7388,22685,CALDER FWY N BD 400M S OF KYNETON MAIN RD @ 90.1KM FROM MELBOURNE,MIDBLOCK,All Moves,CALDER FWY 400M S OF KYNETON MAIN RD @ 90.1KM FROM MELBOURNE,2530,CALDER FREEWAY,CALDER FREEWAY,APARX,Classification,Between 2 and 5 Years,2,2014,7800,960,0.12
145.699427927046997,-38.515058,7089,7389,25778,BENA-KONGWAK RD N BD 200M N OF KORUMBURRA-WONTHAGGI RD @ 18.1KM FROM BENA,MIDBLOCK,All Moves,BENA-KONGWAK RD 200M N OF KORUMBURRA-WONTHAGGI RD @ 18.1KM FROM BENA,9999,Missing Data,BENA-KONGWAK ROAD,APARX,Classification,Greater than 10 Years,18,1998,60,10,0.16
